Requirement,Actual,Captured,True Captured,Recall,Precision
1.1.1.4.2,49,34,23,0.46938775510204084,0.6764705882352942
1.1.2.14.2,32,101,18,0.5625,0.1782178217821782
1.1.2.2,20,78,14,0.7,0.1794871794871795
1.1.1.2.1,27,25,11,0.4074074074074074,0.44
1.1.3.2.5.1,33,105,24,0.7272727272727273,0.22857142857142856
1.1.3.2.6.1,8,127,4,0.5,0.031496062992125984
1.1.2.14.1,54,129,27,0.5,0.20930232558139536
1.1.2.15.1,14,93,10,0.7142857142857143,0.10752688172043011
